,business_id,stars_biz
131,0yjLZZx708uJbierAonqQg,3.5
132,0zGeYN8ReYwVj27U7EHOJA,2.0
133,0zoXYHq82haayMaV952jEQ,4.0
134,1-Jdq5Up9SgKoqptGvkXHA,5.0
135,11y02mqvQyJf0R8LImw3xA,4.5
136,12P7GjIoq6oj7qCyJ_c0Ag,2.0
137,16Fplxu-OwVmTEFxQAUP4g,3.5
138,16NS8EICI94IGdn-S0yxkw,2.0
139,16tWXenJ1wTqugXJU7yiZg,3.5
140,19S0gFtg5GTX6CkiApJiAQ,4.5
141,19lr9xcN3Ud0w0UX7bl6Qw,2.5
142,19umlhmVB9O3njIBfRAe8g,2.5
143,19wIOjBlI_2EKGM8E4O6Mg,2.0
144,1BtNZszIr8LvtPOhN0X4Mw,2.5
145,1CP8aJa8ILlfM5deroar0Q,3.5
146,1CR2ddUcjYYwRd5JLtiRrw,3.5
147,1CTapYK3FHvpiJaQhOaaIw,3.5
148,1CWMNSTRMejdSyXBG2chNg,4.0
149,1DP5vHxJzCDbgawv0WC3yA,4.0
150,1Df5WnLX3DqN6ymlhqznaQ,4.5
151,1KhBzrqmU164bss64jR5uA,4.5
152,1M1A-s6BbnzK3eURw01rZQ,3.5
153,1ME-zOtZ9HApzJUOpR0-vQ,4.0
154,1NZNZHnGE4-FLZmU6xp3oQ,2.0
155,1SCETxRnwaYo2aBC3fi4SA,4.5
156,1SE9f6TEV5XhnTuuK01xwA,3.0
157,1SqLPgnZEVeVYDM-AuoFhg,3.5
158,1UvrUFk3BXAmueL1KQaKPQ,4.0
159,1Vvxx-9AoINg8TJXOZgEHg,3.5
160,1WBVqmo7tgF0z0eGf4fPhQ,4.5
161,1WD2WT0klJT7t-zL5ZmfUw,2.5
162,1WsXLCPRP2EZ9KoBRTkSbw,4.0
163,1Z5S_Lkcl6vA3ZvrAG91TA,4.5
164,1ZJz840L496LAmQdeDv0WA,4.0
165,1ZnVfS-qP19upP_fwOhZsA,4.0
166,1_eNhr53_bTPy11vvVL4Hw,4.0
167,1aGNx-7cTXIeBCMVM8X0TQ,2.5
168,1aMxCG33wAoxjWoeRsl4BA,2.5
169,1ag6jjxNwabkGnoFcNRNEg,2.5
170,1aj4TG0eFq6NaPBKk6bK7Q,4.0
171,1bALsE6aZE23mGV2WPxN_g,4.0
172,1diuAK7FMn93WxlK-ndJhA,4.0
173,1fG7Xg4dLzcKIApzJiXtXw,3.5
174,1g47zyA_utx8mpgmtLc6tg,3.0
175,1gjhtfYxlN-0xjS9Xdh66g,3.5
176,1i4iRBkkNU_o_S2pY7W7kQ,3.5
177,1k7CVCUJoE4ZJAtGpGGUUA,3.0
178,1kHr1RTkm_J-dfrq-HPBug,3.5
179,1mSAHgRm_sbDslTgeId2Mg,4.5
180,1nM-ES-xVqL0yQGTCwtd-Q,3.5
181,1qTx9z8RMz7RIYKAfnpZ0A,3.5
182,1qukytvAndMQU2QeIE1KLw,2.5
183,1tNVPumjvFErYjvSXbOQ6Q,2.0
184,1tV2_4oHJTUB9ZFJfOgowA,3.5
185,1u7fJVL82JEznv76noobVQ,1.5
186,1uDUisf3ro5V3vC60cxfFw,4.5
187,20P1JukOLfR023mnrDeXlw,3.0
188,217u7Wad7y90x4el26-TIw,4.0
189,21sGRVR7HEs_t6PdB9tGMw,2.5
190,25PEf9-e8_7phdV7JjOHhA,3.0
191,25uxgxlqp7sW5F15wguyIA,2.5
192,25wTaO0_Rk-GLb4k2uMs0Q,4.0
193,27oxCPhgCaylA0U23r2O2g,4.0
194,296PZdxSrtH08EUwCsOKMw,4.5
195,2B46bRpDh49eDyjXGhL_ZQ,5.0
196,2BHReLgbinzeO7rYuxWZ8Q,4.5
197,2DydwQRkIutHarWT_o1L0Q,3.0
198,2GQ0DbNf7Wkhws7kFiU_Qw,2.5
199,2GzQ1Cc7eDWhKrqNAR1kAA,3.0
200,2HxaDXZmAOH6LiuzGgNdPA,3.0
201,2I_qSTehoUFsDNjaqCVxlA,3.0
202,2IvrdAb6zdxr3ZqplqJHbg,2.0
203,2JU7FRlnYgdRauYyFzHSLA,4.0
204,2LNnIARy-lGmrlEMZSxZ1w,4.5
205,2O1GOiDhvXywzysqAJHkdA,2.5
206,2O_b-IAAW7SoPt__RX1Kww,3.0
207,2PS9kBbuJcmBhcNp-D62uA,4.5
208,2Q9Mgkc7iFHuKoD_z7kJkQ,4.0
209,2QbWs3zL31_pRN2xo3obwA,3.0
210,2RFe9vDTzyBkF4mvsFDDow,3.5
211,2SfSzEd3B7WimeZac23zhg,4.0
212,2Wl4o7l54I-EtxtaDpOTzA,4.0
213,2XaCV8VwXuJAmyqif0_RVA,4.0
214,2Xc6cpbFM6bqKkgz6bV9kQ,3.0
215,2XkVexeY_8zyc9nriSElQg,4.0
216,2Y0-nrSZNsLRStyupZgM7g,3.0
217,2Y7voMZLcJ4YYC8_UjEuPg,1.5
218,2YBO1LEKIgyle0uX50u15Q,3.5
219,2_hC_X9K080F8zWP4UUB4g,3.5
220,2bK1ng2mnRdtTh_BDNGmIg,3.0
221,2bQhBtiheGA2IYHNqFFt-w,3.0
222,2bSyNMam79SlwiHwQD6RGg,3.0
223,2dCnTMv3Hh-fM8bOjYS4Xw,3.5
224,2dUXkonsAdoXKAalTnmlig,4.0
225,2hSIeCX2cV-chFcBBXrZZA,4.5
226,2hrj6ISpLJmvRen3AZkBWw,2.5
227,2hyciWHsqnbqdEkUvO3KuQ,3.5
228,2iTsRqUsPGRH1li1WVRvKQ,4.5
229,2ivGlp_mVzwFaPjatAERXg,2.5
230,2k01kgbLdNV9b19GrOqdNA,5.0
231,2kWrSFkIes_d2BMg4YrRtA,3.5
232,2koVk44qPX7mV8irHO_e3A,3.5
233,2m4092MsMzEHkuxodaj6-g,3.5
234,2nEhcvxBZk2W4x_fi0cYxw,3.0
235,2nraROl3d0-Wr9EPGkW-1A,4.0
236,2pTq2dbPsSQwQJWUH5tE-w,3.0
237,2pV-BNJvTL3f3EiMZlv6_w,3.5
238,2pcrNqDnsFd6UCelOriVlw,2.0
239,2reHgsuAWofHfocfJ4Xs5w,4.5
240,2rvBPUBtQU0WfcOAHLQWRQ,4.0
241,2s1JuKtL1jPzM9Tmg13CLA,4.0
242,2sjfncn3GNHpKZDAcsm1Uw,5.0
243,2smgOPhpYbDT7G5tbVRdiQ,2.5
244,2sx52lDoiEtef7xgPCaoBw,4.5
245,2weQS-RnoOBhb1KsHKyoSQ,3.5
246,2xbxXWeu3tpZEJdGTTGbLg,4.0
247,2zufEbSI_D8t3WPCgShw-w,3.0
248,3-IoSBy9vRKP2MWZwlf6wA,3.0
249,3-dR6RJvTHdkZEHMmB8OeQ,2.5
250,30TxDt2V8G7FWXsKaEKA9A,3.0
251,32JWhoH-Kiu1wRFTvHvW9Q,4.5
252,32u4chtkG4fIa52396iOhw,1.5
253,33Tr0eRki1Yamzleu4GMdw,4.5
254,34PMhyoSQHVd4Lr7slzUcA,3.0
255,35fWtS1LZkaZ-ooKupJ1XA,3.5
256,35tWXOOJpWB2feUAEJyJyg,3.0
257,364hhL5st0LV16UcBHRJ3A,4.5
258,36ckWelVitpgX16g7lecqA,3.5
259,387XEwERYeyodpV5DWR4hA,2.5
260,38YPE4KCvgChy9y6FcksEQ,2.0
261,3A_NZZNHG5dxeZmO-ije2Q,2.0
262,3BCsAgo_1i4xMuTyLKMLRQ,4.5
263,3CxiP8n7DAL-YOOTCW2wNw,3.0
264,3ECiKRkd3KXO48GdDTp_8g,3.0
265,3FlWR_osNPb8dcqLgHebHw,3.0
266,3GEEy7RP6e4bT4LAiWFMFQ,4.0
267,3GfdCuI0YCc5U3rLLLPHUw,4.0
268,3Gt3xskppi9jZuTrwrhLNg,4.0
269,3Gw8YcAjo3AcMbtbX1TGSA,3.0
270,3I4I9C5VN3NIkU1K0Mc01w,3.5
271,3IwCop28R1_L5jMv6AkL8Q,4.0
272,3Jq5LfJ5fmJ5KmuA6VHmzw,3.5
273,3LQhD2j97GuVIDAciQzX2Q,4.0
274,3LWsVfsSmb_Nzbi2YQ-NIA,4.0
275,3Nx9NCzMTXC6jFgdk2mDGg,2.5
276,3QcTqsdxQBlSndBdMJBRhQ,4.0
277,3QzPhQ3ltbon0-1gC7Q18Q,4.0
278,3TRgD3KLVis61eGvMZrykA,4.0
279,3WRvQJS9GIBubGxbHMzX2g,3.5
280,3YV-GLtQLI3sbZDZ-0NN4Q,3.5
281,3ZHyw0d8mk0HOEP7v4fW1A,4.0
282,3ajqOW9A7VhResA08I7RTg,3.5
283,3c6U5CdxsN_6Gpc6dqTylg,3.0
284,3cHL1r5w2oLYH-veijtweA,3.5
285,3dC3opMY67zrquz_yYc-tw,2.5
286,3fPIRTnBhd81MixgS9YoMQ,3.5
287,3fT1kcQ-MVEImGHa3hll5w,3.5
288,3h5jLa-kbHg0cL7v9En0Lg,3.0
289,3kdSl5mo9dWC4clrQjEDGg,4.5
290,3lRFcrfR3IrSAQJtrnn80A,3.5
291,3nWXxSCR6q7SVxHvsUUeWg,4.5
292,3nf-a84p8LC41_WAIvJPjg,4.0
293,3p0SYIaMbJ8j-yeK_do5Qg,3.0
294,3p7mUvZtYocYf8gYEENGxw,4.5
295,3pGA9YGsDLRQ7HJLw5cwcQ,4.0
296,3pSUr_cdrphurO6m1HMP9A,5.0
297,3qIFv-MbDoj-gDigpo_FgA,4.5
298,3rj1qpgFvkRWtAka17mhEQ,3.0
299,3sXlZWM9B72_r-dYBIgmyg,2.5
300,3uC7Lbc3RgUDTWQlBu4PqQ,4.0
301,3vxIqhm2jCVjkUWtmDvTsw,4.0
302,409qhf4RF0rlxcuaM576Qg,2.5
303,41Kbugm-qmIQTt7unkALYQ,4.0
304,41WfL6MGTAXYgRQfNT3dyA,3.5
305,41b2SLmjLcxTGLVRxASiDA,4.0
306,42yLya7lhe7TQGz3KEdKAw,3.5
307,44kd3YdkhXj5XiSPs5XNjQ,3.5
308,44uqXcYp8QMEK0eicwZJhg,2.5
309,44xBONbuMSghULXXEnl-Lw,3.0
310,45513UgSlMqWV_yAPVkXrg,3.5
311,45Rl4Lmi1ijnxag0Ua0-Mw,1.5
312,45zlHi1yyrjpQS_icSi60A,2.5
313,46UHF46E1z-W2dOmhv-Fng,3.0
314,46ud6EO8tIlgnLnhLN2Tvg,4.5
315,4AN-FivUM3Qta97OZQYCkw,3.5
316,4Azs1HUqi0Nk6s6xB_9jsQ,3.5
317,4Bw9XffSa0AMy2SrNCS2KA,3.5
318,4E309lwPu65lXyaeuLRETQ,3.5
319,4EfiNcKSsafogIhAjwv0gg,4.0
320,4GXII-GU7S0ZyU6ElkhscQ,2.5
321,4Hx-brYb86k4C1VSKPvj7g,4.0
322,4I4OoW0tbaoG4I4D2spF3w,3.0
323,4JNXUYY8wbaaDmk3BPzlWw,4.0
324,4JkGjRRc3XucG9U8XwthGg,4.0
325,4KmrrhtfnngTVFa2d5LAjg,3.5
326,4L3VJwVqUareUUIGPE2zcw,3.5
327,4MGlJYAiP5RYHzyQozAeAA,3.0
328,4Nj2ktP2NjCbv2aKeH3ZBg,4.5
329,4Odbtgh9g8XUKorRg7MTHg,4.5
330,4Pb7SlTK89uSdqOwMNM35A,3.0
331,4QmwJBk9VPKyO2DfUeIVWg,3.5
332,4UmjnX46qbhV6-D5W89IOQ,3.0
333,4UvQ0BUbqlNPJbAggsi0eA,5.0
334,4VXIS8vpNzEysXZVN5xGDA,4.5
335,4VjrVv-PBuG-al5JnUUIGg,4.0
336,4VkLiFoIEjTTpbCRgxjnCQ,4.0
337,4X0KWUPcD2EkHN83aa4cXg,2.5
338,4ZB0RpAhXl9zhjKYRxpJgw,5.0
339,4aAf2nAr86lcDHzqWSaYuQ,3.5
340,4bqbAhYZQeokD3zqN77XLA,3.5
341,4k3RlMAMd46DZ_JyZU0lMg,4.0
342,4l1cmNrXBOLVUJR29MDp3A,3.5
343,4lAwPgy1m9Rd0oBpi4Hr2w,2.0
344,4lKF-M_3OLsk1usLPDJEFA,2.0
345,4mYPOzBokDgz307TW2EIKw,2.5
346,4mb32UmQULqg7IMck28vog,4.0
347,4oC1z2SDrpraoZzRIQ-WsA,2.5
348,4oJeSkScjPxuDC_LeK3KiQ,3.0
349,4oeqftAA2w9rcffOFaxFLA,4.5
350,4pxK5njPxYHFp7IMEch1Bw,2.0
351,4qG3Gh8QyugC1XvoTlmgcQ,4.5
352,4s_kb5VXnx96fEJLZ_AkIQ,4.0
353,4srfPk1s8nlm1YusyDUbjg,2.0
354,4tWF2w6jP2LNK2xTVNEMFw,3.0
355,4tXc7FrMmgi4iI8TJ2NR0g,4.0
356,4uISbaUPJLVECBHIi3tpxA,3.5
357,4uMs5UbtIAaHhuKQlQhXEQ,4.0
358,4v9nhZ5h-KScIsG7uXjfzg,1.5
359,4yAvytbVKHqSYAo3mkI9OA,4.5
360,4yCNNeh-d2u63LHV1wSflw,2.0
361,522GgMvOvzaKCEX6BfAtvg,4.0
362,54LYVM1gCGQ2UVFK9QhgTw,4.5
363,54WM5coZonA0izd2y04p_A,3.5
364,56Ll9rqG2WxXj4X2pmlkHQ,3.5
365,58sCCOPM4vS4yQCEwL1pjA,2.5
366,59YbAeuiz0isJtRNKATTKw,3.5
367,5CJL_2-XwCGBmOav4mFdYg,3.5
368,5CJOaZc8Muu8WothauxQ4g,3.0
369,5D3cAYturwbEqnj52b1Tmw,3.5
370,5Dccw539NNtnyCgTu5ed5A,3.5
371,5EgDTPJNZsmbMG52ixnMXA,3.0
372,5FiuxRWs-indyk2Y9imkSg,3.5
373,5G4Tg_hBfUGilQWj2lj8IA,3.5
374,5Is2e7xYtaiTEJ1dLkGR6Q,3.0
375,5JjGTaZkHbbjBrzBODcsAQ,4.0
376,5K5Fppbmvsw9znotxVOXng,3.0
377,5Lcit9Zt6TF9bmKoFMhF0g,3.5
378,5MNZPN-tFV-GfocZgSlD9A,4.0
379,5MlgZwfmaegOL7_FJ3b7lA,4.5
380,5MnLa1nE606cvNGlSFt01Q,3.5
381,5Mp-PD_CUaPoJr6CP-WBdA,3.0
382,5MzGPxcrSPoWQc_bRmOXoQ,3.0
383,5OP2IV4M8SUvzPz2mQtfkw,2.0
384,5OqrwhtZ3mcmUSwLINZTWQ,4.0
385,5PP6BwtNYlPARHApB9lzcQ,4.0
386,5QNXZcclknB2PkfeN7FJWQ,4.0
387,5QsW4RdCrDhVuDHnlgnCuA,3.5
388,5T0h9YCsXiDZyBsVIN9gcg,3.5
389,5TY-YMiAXgBjmP_y4AiXhg,3.5
390,5TY6bUT3bbl9aHItiIXXqw,3.5
391,5TeA1dyLR7MIor-DfIrYog,4.0
392,5VXlHFrYZZzj7zfZEsz5nQ,3.0
393,5VeKrLlQdJjMmKGwBBvMmw,4.0
394,5ZyF-uAb4RVN05THprS3IQ,3.5
395,5_MrPFw9E0cMJ1Q0DJFZOQ,3.0
396,5fSz08wFcBhCeCXh7sxG5A,4.0
397,5fWcM1vRg4v8HI85Vmy8OA,3.0
398,5fpXjlC71y_mKORnPdX5zA,2.5
399,5gZ4k_mdDOcEmCG4wHVH-g,2.5
400,5gv6AqHXfi3gJV4fb432Vw,3.5
401,5i-SK1EztIn6YnhcRvatTQ,3.0
402,5i5sLQPOkBAE5CoimgiK1g,3.0
403,5iAFiMPfitcYDMeII5_dnQ,3.0
404,5iHctUjkQTGwEvOaBkwMRQ,4.0
405,5iSlHNIy3RLbCP5AayB31g,3.5
406,5ic8m9PNixMA__h0G4WH5w,4.5
407,5id6Wu6n07N2lIklMAorEw,3.0
408,5j7BnXXvlS69uLVHrY9Upw,3.5
409,5jTmjxb1X34EfcY1gos4tw,2.5
410,5k8kyvvReTf1RMq4jpayQg,5.0
411,5keoVVM81g-nJw0Zdpl1nA,4.5
412,5l-yKN13VwfPwuSiBIqdJQ,4.0
413,5ma1OUQWy_Ds80xUiP7JPQ,4.0
414,5mair616AhJMpRjbd5z94g,3.0
415,5n2dA_QqO4c_7pSK0Of6AQ,2.5
416,5o7Fx7Iot-gLKVNegLLw-w,3.5
417,5pxRAyPz1PrW2amW7yYaxA,3.0
418,5qK5rJxwo0cjP3vTf3lkSA,1.5
419,5rPcuMOjSbKPuYzVLsstQQ,2.0
420,5t9kTG9DakuamJgY65HA7w,2.5
421,5tTKSogU3fWO7TlnYrffbA,3.5
422,5tl4tyaJEzGeAdbi_L7PzQ,4.0
423,5tzNOeow197qn-a0tUJdVA,4.0
424,5uk8eUTiRS_Y5p_EjnrfkQ,2.5
425,5uvX6yqie9DpHR7UAiQZtw,3.0
426,5xX1Eb4fBoUr53OJkgRHRQ,2.5
427,5xYk23lz0ktdMvzHtohymQ,3.5
428,5xdKUuu4DbJ71KGbwRXfFg,4.0
429,5yZ1XmDcOEsElDeb9PlPDQ,4.0
430,5z1WIr7E9P2CSzyN5seeSA,4.0
431,6-gRHn1n11ATqWBrFTLnNA,4.0
432,6-lmL3sC-axuh8y1SPSiqg,4.0
433,60YMDriyoqeimFOjHXCUoQ,3.5
434,60uVlCUiLJvq3xNo_3bhQQ,4.0
435,61qDFkNrHKzyA9n3dlgcEw,3.5
436,63Qj5E-GzHJ6vhjhGR4XDw,3.0
437,64o_nYvzIKwHFOSYSEm-qw,3.5
438,65eDIQ8bpMJFtgdyX7ulVA,4.5
439,66jwLkSd6M0cZulZrA3zcw,2.5
440,68jn0s0snbO5dhasLaVvDw,4.5
441,698nukvxe7mq2Fra5vDikQ,4.0
442,6ANVuBMmpkXpFd5Hzkn4_Q,3.5
443,6CnoUxE66XuY5gI-hBysbw,3.0
444,6Ege_N9uJ-rtKIs1TNA8aQ,2.0
445,6GlGdRX8JaG9alaqZAOaTQ,4.5
446,6H8xfhoZ2IGa3eNiY5FqLA,4.0
447,6HdzmAatFoB8UDep4n9QIw,3.0
448,6LkNSA3b3dufG5_dKfEQdQ,5.0
449,6Na0jTJjX5GQY_ZJ53G02A,4.0
450,6OftN85zwsd_PRxSYhgQCQ,4.0
451,6PqYwabO2g1r2ZB7eImOiw,3.5
452,6QUuDlLjNDQWFCbJ9--jsQ,4.0
453,6TSpAuUdmo2UEn9emgd8xg,4.5
454,6TvB1PZCY1Ap2S-yNJPs4w,2.0
455,6UI3dCIY6eM1eBOsnEVBuw,3.0
456,6V_7ldr9tjmet0BdAnC34A,4.0
457,6Ve_2kEz18dvhp4q3M5I2Q,4.0
458,6Vyp-9i1jzwK_bvisuPJpQ,3.5
459,6W3hdaCjx_n1kADEuORduA,3.5
460,6WE1SLCq_gUzJGQpglYM9A,2.0
461,6WWXpMwIB7gTc4yZrkM-fQ,4.0
462,6Z6IyosSMciZtwk8hRLRag,3.5
463,6_KCUxu2kOgP-pRnSNXG8Q,3.0
464,6a3n4Hd0niHndoPywSkb7Q,3.5
465,6bU4NFkXbdbvnQBDa9-nfQ,3.5
466,6bVEM9jD-mpU4WNXcJ9tHA,4.0
467,6bYgKI5JaQmS2xDoofS6cQ,4.0
468,6beJGNWviNq_VbODEULexA,3.5
469,6bgjcFOy4WHMyw62_1V9Pw,3.5
470,6c2Xxt3DCXdvd3wc8vj7-w,4.0
471,6cYgq6_kSOa2SgXrjyaLZg,1.5
472,6e0Abng1LRexKI4LRJTX_A,4.0
473,6fKmO2gzGQhzM791H6b4mQ,2.0
474,6fPQJq4f_yiq1NHn0fd11Q,3.5
475,6fz0hnNIVpLF5v2NqJfA9w,3.5
476,6gxlDhmZ80bhflm2A-U0KQ,3.5
477,6hsXF2bRmrstSmwuHwI-kw,4.5
478,6l4yIOi0foUw81OacrAZMQ,4.0
479,6nPyQJp7xmc1cvYaolwn8Q,1.5
480,6nbPXEjmBnDtsgM_YNwGjw,4.5
481,6ny0B9pTlMZnu_9dx7PJuA,3.0
482,6pGzbQQwGdqKbXGdaTNy5A,3.0
483,6qKjl6xJQzLb9ka-QbTudA,4.5
484,6qP6R78nlAGSahx78DayHQ,3.5
485,6r8YOdxoNYfkEfqxl-nO1A,2.0
486,6tCMxC7Etf--WYEd-EiprA,4.5
487,6tG86PnAchq-KnlAT53SVg,3.0
488,6tSvz_21BMo3a4GaItwa0g,4.0
489,6uV3KMOo8YQofuNUs4D9pA,3.5
490,6u_6RV0qDaTQyYqZTzl3XA,3.5
491,6xgcHeLad-VaoTIQewK84A,4.0
492,6z3cgIE9dJ01wUm43f0yBQ,3.5
493,7-Ba9uSmYYpXgnQRoIPxMQ,3.5
